awsAccountId,description,exploitAvailable,findingArn,firstObservedAt,fixAvailable,lastObservedAt,severity,status,title,type,updatedAt,current_key,parent_key,inspectorScore
531341628109,"An issue was discovered function pr_function_type in prdbg.c in Binutils 2.34 thru 2.38, allows attackers to cause a denial of service due to memory leaks.",NO,arn:aws:inspector2:ap-south-1:531341628109:finding/5edddfa3fa7406e295a7d3d01304b593,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,MEDIUM,ACTIVE,CVE-2022-47010 - binutils,PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,85,1,5.5
531341628109,"Improper Handling of Exceptional Conditions, Uncontrolled Resource Consumption vulnerability in Apache Tomcat. When processing an HTTP/2 stream, Tomcat did not handle some cases of excessive HTTP headers correctly. This led to a miscounting of active HTTP/2 streams which in turn led to the use of an incorrect infinite timeout which allowed connections to remain open which should have been closed.

This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.0-M20, from 10.1.0-M1 through 10.1.24, from 9.0.0-M1 through 9.0.89.

Users are recommended to upgrade to version 11.0.0-M21, 10.1.25 or 9.0.90, which fixes the issue.",NO,arn:aws:inspector2:ap-south-1:531341628109:finding/60d483b5b55334efae03ccf45b89a9e4,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,UNTRIAGED,ACTIVE,CVE-2024-34750 - org.apache.tomcat.embed:tomcat-embed-core,PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,86,1,
531341628109,Use After Free in GitHub repository vim/vim prior to 9.0.1840.,NO,arn:aws:inspector2:ap-south-1:531341628109:finding/615e2de5c094fa69e240863fc26f4928,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,HIGH,ACTIVE,"CVE-2023-4733 - vim-minimal, vim-data",PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,87,1,7.3
531341628109,"Vim is an open source command line text editor. When closing a window, vim may try to access already freed window structure. Exploitation beyond crashing the application has not been shown to be viable. This issue has been addressed in commit `25aabc2b` which has been included in release version 9.0.2106. Users are advised to upgrade. There are no known workarounds for this vulnerability.",NO,arn:aws:inspector2:ap-south-1:531341628109:finding/618a748b1ac6f8b88ab68ac95abd91e8,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,LOW,ACTIVE,"CVE-2023-48231 - vim-minimal, vim-data",PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,88,1,3.9
531341628109,"A possible security vulnerability has been identified in Apache Kafka Connect API. This requires access to a Kafka Connect worker, and the ability to create/modify connectors on it with an arbitrary Kafka client SASL JAAS config and a SASL-based security protocol, which has been possible on Kafka Connect clusters since Apache Kafka Connect 2.3.0. When configuring the connector via the Kafka Connect REST API, an authenticated operator can set the `sasl.jaas.config` property for any of the connector's Kafka clients to ""com.sun.security.auth.module.JndiLoginModule"", which can be done via the `producer.override.sasl.jaas.config`, `consumer.override.sasl.jaas.config`, or `admin.override.sasl.jaas.config` properties. This will allow the server to connect to the attacker's LDAP server and deserialize the LDAP response, which the attacker can use to execute java deserialization gadget chains on the Kafka connect server. Attacker can cause unrestricted deserialization of untrusted data (or) RCE vulnerability when ther",YES,arn:aws:inspector2:ap-south-1:531341628109:finding/6238b84f64ecc962053f506955f4abc6,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,HIGH,ACTIVE,CVE-2023-25194 - org.apache.kafka:kafka-clients,PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,89,1,8.8
531341628109,Integer Overflow or Wraparound in GitHub repository vim/vim prior to 9.0.1532.,NO,arn:aws:inspector2:ap-south-1:531341628109:finding/634c63bc7fb34990098e19d95d8735c4,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,HIGH,ACTIVE,"CVE-2023-2610 - vim-minimal, vim-data",PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,90,1,7.8
531341628109,A NULL pointer dereference exists when parsing (invalid) XML schemas in libxml2 xmlSchemaCheckCOSSTDerivedOK,NO,arn:aws:inspector2:ap-south-1:531341628109:finding/63b134560c2291366fc6fd0d33d02960,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,MEDIUM,ACTIVE,CVE-2023-28484 - libxml2,PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,91,1,5.9
531341628109,"The libcpu component which is used by libasm of elfutils version 0.177 (git 47780c9e), suffers from denial-of-service vulnerability caused by application crashes due to out-of-bounds write (CWE-787), off-by-one error (CWE-193) and reachable assertion (CWE-617); to exploit the vulnerability, the attackers need to craft certain ELF files which bypass the missing bound checks.",NO,arn:aws:inspector2:ap-south-1:531341628109:finding/63ecfbdf63a9b5e336fd1eb6517a055a,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,MEDIUM,ACTIVE,"CVE-2020-21047 - elfutils-libs, elfutils-default-yama-scope and 1 more",PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,92,1,5.5
531341628109,"http/conn/ssl/AbstractVerifier.java in Apache Commons HttpClient before 4.2.3 does not properly verify that the server hostname matches a domain name in the subject's Common Name (CN) or subjectAltName field of the X.509 certificate, which allows man-in-the-middle attackers to spoof SSL servers via a certificate with a subject that specifies a common name in a field that is not the CN field. NOTE: this issue exists because of an incomplete fix for CVE-2012-5783.",NO,arn:aws:inspector2:ap-south-1:531341628109:finding/640331171d3d5b655f43e321d24edce4,2024-11-19 12:48:06.985000+05:30,NO,2024-11-19 12:48:06.985000+05:30,MEDIUM,ACTIVE,CVE-2012-6153 - commons-httpclient:commons-httpclient,PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,93,1,
531341628109,"libcap is vulnerable to a denial of service caused by the error handling in wrap_pthread_create() function, which will cause memory to be leaked in the case of an error.",NO,arn:aws:inspector2:ap-south-1:531341628109:finding/657527c688231a84b155bc75a77692d0,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,LOW,ACTIVE,CVE-2023-2602 - libcap,PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,94,1,3.3
531341628109,"Vim is an open source command line text editor. When getting the count for a normal mode z command, it may overflow for large counts given. Impact is low, user interaction is required and a crash may not even happen in all situations. This issue has been addressed in commit `58f9befca1` which has been included in release version 9.0.2109. Users are advised to upgrade. There are no known workarounds for this vulnerability.",NO,arn:aws:inspector2:ap-south-1:531341628109:finding/65afedd8744496cd5366e974b77a762f,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,LOW,ACTIVE,"CVE-2023-48234 - vim-minimal, vim-data",PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,95,1,2.8
531341628109,"A heap-based buffer overflow vulnerability was found in GitHub repository vim/vim prior to 9.0.1376 in Vim's utf_ptr2char() function of the src/mbyte.c file. This flaw occurs because there is access to invalid memory with put in visual block mode. An attacker can trick a user into opening a specially crafted file, triggering an out-of-bounds read that causes an application to crash, leading to a denial of service.",NO,arn:aws:inspector2:ap-south-1:531341628109:finding/66877debb0140d926e2ab44bc3d9a8fb,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,MEDIUM,ACTIVE,"CVE-2023-1170 - vim-minimal, vim-data",PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,96,1,6.6
531341628109,"An integer underflow was discovered in OpenLDAP before 2.4.57 leading to slapd crashes in the Certificate Exact Assertion processing, resulting in denial of service (schema_init.c serialNumberAndIssuerCheck).",NO,arn:aws:inspector2:ap-south-1:531341628109:finding/67c2dc3ffcd8ed2fecf93d87c6179a7b,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,HIGH,ACTIVE,CVE-2020-36221 - openldap,PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,97,1,7.5
531341628109,An issue was discovered in compare_digest in Lib/hmac.py in Python through 3.9.1. Constant-time-defeating optimisations were possible in the accumulator variable in hmac.compare_digest.,NO,arn:aws:inspector2:ap-south-1:531341628109:finding/681b2dcda0695d9a46ca08448e5942f0,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,MEDIUM,ACTIVE,"CVE-2022-48566 - python-libs, python",PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,98,1,5.9
531341628109,"In Spring for Apache Kafka 3.0.9 and earlier and versions 2.9.10 and earlier, a possible deserialization attack vector existed, but only if unusual configuration was applied. An attacker would have to construct a malicious serialized object in one of the deserialization exception record headers.

Specifically, an application is vulnerable when all of the following are true:

 * The user does not configure an ErrorHandlingDeserializer for the key and/or value of the record * The user explicitly sets container properties checkDeserExWhenKeyNull and/or checkDeserExWhenValueNull container properties to true. * The user allows untrusted sources to publish to a Kafka topic

By default, these properties are false, and the container only attempts to deserialize the headers if an ErrorHandlingDeserializer is configured. The ErrorHandlingDeserializer prevents the vulnerability by removing any such malicious headers before processing the record.",NO,arn:aws:inspector2:ap-south-1:531341628109:finding/683174dbb6d86ba41afdf136b467f479,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,HIGH,ACTIVE,CVE-2023-34040 - org.springframework.kafka:spring-kafka,PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,99,1,7.8
531341628109,"The curl advisory describes this issue as follows:

curl supports SFTP transfers. curl's SFTP implementation offers a special feature in the path component of URLs: a tilde (~) character as the first path element in the path to denotes a path relative to the user's home directory. This is supported because of wording in the once proposed to-become RFC draft that was to dictate how SFTP URLs work.

Due to a bug, the handling of the tilde in SFTP path did however not only replace it when it is used stand-alone as the first path element but also wrongly when used as a mere prefix in the first element.

Using a path like /~2/foo when accessing a server using the user dan (with home directory /home/dan) would then quite surprisingly access the file /home/dan2/foo.

This can be taken advantage of to circumvent filtering or worse.",NO,arn:aws:inspector2:ap-south-1:531341628109:finding/6afd0ec03ba5686a999bc3432b2c3480,2024-11-19 12:48:06.985000+05:30,YES,2024-11-19 12:48:06.985000+05:30,MEDIUM,ACTIVE,"CVE-2023-27534 - libcurl, curl",PACKAGE_VULNERABILITY,2024-11-19 12:48:06.985000+05:30,100,1,4.5
